no,sub,name,sub_name,area,omosa,takasa,sex,bunrui,tokusei_1,tokusei_2,type_1,type_2,text_1,text_2,text_3,spec_hp,spec_kougeki,spec_bougyo,spec_tokukou,spec_tokubou,spec_subayasa,sugata_text_flg,sugata_text,mega_flg,genshi_flg,kyodai_flg,image_l,image_m,image_s,zukan_no
0468,0,トゲキッス,,4,38.0,1.5,1,しゅくふくポケモン,162,130,18,10,もめごとの　おこる　ばしょには　けっして　あらわれない。　ちかごろは　すがたを　みかけなくなった。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,目撃例　わずか。　残る　文献　探れば　世の暮らし　天下泰平なりしときに　姿　現し　遭遇すること　疑いなし。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,5,3,6,8,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9ac831bfa3003314ec06cdee662df31d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/129c60c478eab2fc2710cf0017ae3853.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/185ca48237ecd5f97c10a1d0ab15151a.png,0468
0469,0,メガヤンマ,,4,51.5,1.9,1,オニトンボポケモン,33,19,12,10,羽ばたく　力が　とても　強く　力強く　飛び立つときは　まわりの　大木を　なぎ倒す。　（『ポケットモンスター スカーレット』より）,あごの　力は　けたはずれ。　高速で　飛んで　すれ違いざまに　相手を　かみちぎるのが　得意。　（『ポケットモンスター バイオレット』より）,,6,5,6,7,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/677478ecda24f28cf6191aa7383740ff.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3f7047e4c70c7a8e4d8067a1ca6a8416.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4259a512b93c2de9a61ea6ff35b38e63.png,0469
0470,0,リーフィア,,4,25.5,1.0,1,しんりょくポケモン,242,0,4,0,晴れた　日に　寝ている　リーフィアは　光合成をして　きれいな　空気を　作り出しているのだ。　（『ポケットモンスター スカーレット』より）,若い　リーフィアほど　ツンとくる　青臭い　匂い。　年老いると　落ち葉のような　匂いになる。　（『ポケットモンスター バイオレット』より）,体毛から　植物に似た　細胞　検出す。　硬き　尾は　大木を　一刀両断し　切れ味　名刀にも　勝る　得物なり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,4,7,8,4,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c0b46bbe212be1f13b41e9edc4b4f62c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6cf57d3e35f8fa5254cb5169fdf096e8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fd2ec4e10d42911308471b6ee7331d68.png,0470
0471,0,グレイシア,,4,25.9,0.8,1,しんせつポケモン,234,0,6,0,体温を　自在に　コントロールし　大気の　水分を　凍らせて　ダイヤモンドダストを　巻き起こす。　（『ポケットモンスター スカーレット』より）,体温を　下げることで　全身の　体毛を　凍らせて　鋭く　尖った　針のようにして　飛ばす。　（『ポケットモンスター バイオレット』より）,体熱を　急低下させる　能力を　有す。　大気　凍らせ　宝石の如き　煌めく　細氷を　舞い躍らせる　現象　起こす。　（『Pok&eacute;mon LEGENDS アルセウス』より）,4,4,7,8,6,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b7a908fa1c6332e8e79fa93ed31cb397.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0cb34207f244ddb0316bae53ce8652d5.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/58a1d7523c7f1712219cfd4209fb3e40.png,0471
0472,0,グライオン,,4,42.5,2.0,1,キバさそりポケモン,30,94,9,10,わずかな　風の流れに　うまく　乗ると　１度も　羽ばたくことなく　この星を　１周　できる。　（『ポケットモンスター スカーレット』より）,羽音を　立てずに　空を　飛ぶ。　長い　尻尾で　獲物を　捕まえ　キバで　急所を　一突き。　（『ポケットモンスター バイオレット』より）,,5,6,8,3,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a20f2e40cc45c749f005c6a818a8b3b8.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/62b7869bf5f943eefc2c35e4ab4a6a77.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ae21b49209336baf3c182e61446cdd7e.png,0472
0473,0,マンムー,,4,291.0,2.5,1,２ほんキバポケモン,136,234,6,9,１万年前の　氷の　下から　発見されたことも　あるほど　大昔から　いた　ポケモン。　（『ポケットモンスター スカーレット』より）,１万年　前の　地面から　氷漬けの　マンムーが　見つかり　しかも　目覚めたので　騒がれた。　（『ポケットモンスター バイオレット』より）,,7,8,5,5,4,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1d6da0e94069e12514003aa55b0a58d4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/983ccf10786e71d29268de8415c0b60c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ac2a4454d73b0d2ff598e4481bd85650.png,0473
0474,0,ポリゴンＺ,,4,34.0,0.9,0,バーチャルポケモン,120,110,1,0,さらに　優れた　ポケモンを　目指し　追加した　プログラムに　不具合が　あったらしく　動きが　おかしい。　（『ポケットモンスター スカーレット』より）,異次元でも　活躍できるよう　プログラムを　修正したが　狙い通りには　いかなかった。　（『ポケットモンスター バイオレット』より）,,5,5,5,8,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a2de326728f650aa93dab7a79bfab731.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d64797007e45b20b68a753dfc5e752dc.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/09dc4ab602590be93be76485727a252f.png,0474
0475,0,エルレイド,,4,52.0,1.6,2,やいばポケモン,180,282,11,7,だれかを　守ろうと　したとき　ひじを伸ばし　刀のように　変化させて　激しく　戦う。　（『ポケットモンスター スカーレット』より）,相手の　考えを　敏感に　キャッチする　能力を　持つため　先に　攻撃が　できるのだ。　（『ポケットモンスター バイオレット』より）,肘より伸びたる得物　名刀に　勝る　切れ味なり。　我流なれど　見事な　太刀捌きは　目を見張るものあり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,4,8,4,4,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/91437650970eef705e3c47f17295752a.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7b71b316c01090210bca32cdfcf486aa.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/deae89bfa7ce9959fd26f07b8b58e81f.png,0475
0475,1,メガエルレイド,,4,56.4,1.6,2,やいばポケモン,102,0,11,7,あいての　かんがえを　びんかんに　キャッチする　のうりょくを　もつため　さきに　こうげきが　できるのだ。　（『ポケットモンスター Ｘ』より）,のびちぢみする　ひじの　かたなで　たたかう。　いあいの　めいしゅ。　れいぎ　ただしい　ポケモン。　（『ポケットモンスター Ｙ』より）,,4,10,6,4,7,7,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/853558d7ef8cdfb2e9cea4ab86a78c1d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/00b6af55f415a9f4ca381cde2a9b4a1b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0c9627671144599da6421017b2e3531f.png,0475-1
0476,0,ダイノーズ,,4,340.0,1.4,1,コンパスポケモン,40,79,13,17,３個の　チビノーズと　呼ばれる　ユニットを　磁力で　操り　３方向から　相手を　仕留める。　（『ポケットモンスター スカーレット』より）,強い　磁力を　放っているので　近くにある　電化製品は　使いものに　ならなくなってしまう。　（『ポケットモンスター バイオレット』より）,,4,4,9,5,9,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/001e7a44d3b4de6ce1ae682447b89a1a.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c7164ec925667faaaf2855a53bdc2127.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/16486ae78df97ea2a8784860cf4f5401.png,0476
0477,0,ヨノワール,,4,106.6,2.2,1,てづかみポケモン,194,0,14,0,弾力のある　体の中に　行き場のない　魂を　取りこんで　あの世に　連れていくと　言われる。　（『ポケットモンスター スカーレット』より）,この世と　あの世を　行ったり来たり。　さまよう　魂を　吸い込んで　運ぶと　いわれ　恐れられている。　（『ポケットモンスター バイオレット』より）,,3,6,8,4,8,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3c12f3ada113578fffb1130a1430b8a1.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1391a171a6c018e841d96c46c5515dfd.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f55400b9140273fcbab4fead55147a5b.png,0477
0478,0,ユキメノコ,,4,26.6,1.3,3,ゆきぐにポケモン,234,0,6,14,気に入った　人間や　ポケモンを　冷気で　凍らせる。　巣穴に　持って帰って　飾るのだ。　（『ポケットモンスター スカーレット』より）,マイナス５０度の　息を　吹きかけ　凍らせた　獲物を　秘密の　場所に　飾っていると　言われる。　（『ポケットモンスター バイオレット』より）,恨み抱え　雪山に　消えし　女人の魂　宿りし　ポケモン。　行い悪し　男を　呪い殺すと　伝承あり　肝　冷えたり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,5,5,5,5,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/91a57c6b23abf317c68341e01b872087.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/95f1a83669b0e5e8e2c28ca1f08099e1.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a453d4dae282df020c5d88b9cce612e0.png,0478
0479,0,ロトム,ロトムのすがた,4,0.3,0.3,0,プラズマポケモン,187,0,5,14,電気のような　体は　一部の　機械に　入り込むことが　できる。　そして　その体で　いたずらする。　（『ポケットモンスター スカーレット』より）,特殊な　モーターを　動かす　動力源として　長い　あいだ　研究されていた　ポケモン。　（『ポケットモンスター バイオレット』より）,電気仕掛けの　人魂と　思しき　奇々怪々なる　ポケモン。　聡く　悪戯者ゆえ　注意すべし。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,3,5,6,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/12d7f09b5a3a64a8328444f29d8c79a5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ca9770eda60243e624d576cb53b45098.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d0434759b599891191b30fd7515ce5e2.png,0479
0479,1,ロトム,ヒートロトム,4,0.3,0.3,0,プラズマポケモン,187,0,5,2,オーブンレンジ　自体の　調子が　悪いと　中に　入っている　ロトムも　元気が　なくなるのだ。　（『ポケットモンスター スカーレット』より）,オーブンレンジに　入った　姿。　高温で　あたりを　焼き焦がして　楽しそうに　笑っている。　（『ポケットモンスター バイオレット』より）,面妖な　釜に　潜みし　フォルム。　釜の　出自については　不明。　炎　吹きて　悪事をなす　困り者。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,7,7,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8f049496ca9b099d1ac448ae9baceb9e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/661c36293cd98e47c6065f02fe1b87b7.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/abffeb96ab9f5a5b94ff5418083e5660.png,0479-1
0479,2,ロトム,ウォッシュロトム,4,0.3,0.3,0,プラズマポケモン,187,0,5,3,洗濯機に　入った　姿。　あたりを　水浸しにしては　満足そうに　うなずいている。　（『ポケットモンスター スカーレット』より）,すでに　生産中止のため　ロトムが　入れる　洗濯機は　高値で　取引されているのだ。　（『ポケットモンスター バイオレット』より）,珍奇な　箪笥に　潜みし　フォルム。　箪笥　本来の　用途は　分からず。　冷水　撒きて　悪事をなす　困り者。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,7,7,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/de8c9fd3573fd239530cce0b96f59c9d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e5b5b556f4c91917d39a49fbc91e7069.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d21b4463fd5aa8b5d8d9c6a65fb7cb66.png,0479-2
0479,3,ロトム,フロストロトム,4,0.3,0.3,0,プラズマポケモン,187,0,5,6,冷蔵庫に　入った　姿。　冷気で　あたりを　凍てつかせ　愉快そうに　跳ねまわっている。　（『ポケットモンスター スカーレット』より）,冷蔵庫の　中に　入った　特殊な　モーターが　ロトムを　フォルムチェンジさせる　カギだ。　（『ポケットモンスター バイオレット』より）,奇怪な　水屋に　潜みし　フォルム。　水屋の　素材は　未知の　物質。　霜　起こし　悪事をなす　困り者。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,7,7,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7ec53321a13526b38dcd2efea3b1f606.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9a64f31d4ba4728c7c75ad2ddb7b8aca.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6719714c1b238e5dd1e7312fd58ccb3f.png,0479-3
0479,4,ロトム,スピンロトム,4,0.3,0.3,0,プラズマポケモン,187,0,5,10,扇風機に　入った　姿。　あたりのものを　吹き飛ばしては　してやったりと　ほくそ笑んでいる。　（『ポケットモンスター スカーレット』より）,ロトムが　入れる　家電製品は　いくつか　あるが　いちばん　初めに　開発されたのは　扇風機だ。　（『ポケットモンスター バイオレット』より）,謎の　器具に　潜みし　フォルム。　器具の　用途は　分かっていない。　烈風　吐きて　悪事をなす　困り者。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,7,7,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b4b93b850be1a64d040290d77eb7b2ad.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/13208b6cdbbb43b30cee89f8aeef4569.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/139648866231a7426672000afc66e781.png,0479-4
0479,5,ロトム,カットロトム,4,0.3,0.3,0,プラズマポケモン,187,0,5,4,ロトム図鑑が　誕生する　きっかけとなった　家電製品の　ひとつが　芝刈り機なのだ。　（『ポケットモンスター スカーレット』より）,芝刈り機に　入った　姿。　花や　草を　なぎ払うと　自信満々に　威張っている。　（『ポケットモンスター バイオレット』より）,異様な　猫車に　潜みし　フォルム。　猫車の　機構は　不可思議なり。　草木を　薙ぎ　悪事をなす　困り者。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,7,7,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/15c189119c70605405047e453c42422a.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b45db3b659d7ea5f5c8352d7d69d4eda.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/28c6eb744fcc9b592499e3cc6e112731.png,0479-5
0480,0,ユクシー,,4,0.3,0.3,0,ちしきポケモン,187,0,11,0,ちしきのかみ　と　よばれている。　めを　あわせた　ものの　きおくを　けしてしまう　ちからを　もつという。　（『ポケットモンスター ブリリアントダイヤモンド』より）,ユクシーの　たんじょうにより　ひとびとの　せいかつを　ゆたかにする　ちえが　うまれたと　いわれている。　（『ポケットモンスター シャイニングパール』より）,悪しき者の　記憶を　奪い去ると　畏れ　敬われている　ポケモン。　知識を　司るとの　記録を　発見す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,5,8,5,8,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/014c14a60f4b534180c968995ffb0be1.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a9456fbc2685b6f483a2e12337b276fc.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a660329bffc89fc77cfca58df71e04c3.png,0480
0481,0,エムリット,,4,0.3,0.3,0,かんじょうポケモン,187,0,11,0,かなしみの　くるしさと　よろこびの　とうとさを　ひとびとに　おしえた。　かんじょうのかみ　と　よばれている。　（『ポケットモンスター ブリリアントダイヤモンド』より）,みずうみの　そこで　ねむっているが　たましいが　ぬけだして　すいめんを　とびまわると　いわれている。　（『ポケットモンスター シャイニングパール』より）,感情の神なる　異名を　持つ。　不敬なる者の　感情を　狂わすとの　伝承にて　畏怖されし　ポケモン。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,7,7,7,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0222d1f2e741efe84f58ad67aee0bce9.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4501f93b8addb9c76281b097d8de27f5.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2042f7adbdfd753a8865683659845236.png,0481
0482,0,アグノム,,4,0.3,0.3,0,いしポケモン,187,0,11,0,いしのかみ　と　よばれている。　みずうみの　そこで　ねむりつづけ　せかいの　バランスを　とっている。　（『ポケットモンスター ブリリアントダイヤモンド』より）,ユクシー　エムリット　アグノムは　おなじ　タマゴから　うまれた　ポケモンと　かんがえられている。　（『ポケットモンスター シャイニングパール』より）,意思の神と　畏怖されし　ポケモン。　敵対せし者の　意思を　操りて　傀儡に　変えるとの　伝説あり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,8,5,8,5,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f01ff2b78abed865e73905664af9165f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ce7dc43296a6cada02610c97588d1294.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5e33af837ab15552a3c75f5f07ac963c.png,0482
0483,0,ディアルガ,,4,683.0,5.4,0,じかんポケモン,194,0,17,15,じかんを　あやつる　ちからを　もつ。　シンオウちほうでは　かみさまと　よばれ　しんわに　とうじょうする。　（『ポケットモンスター ブリリアントダイヤモンド』より）,ディアルガが　うまれたことで　じかんが　うごきだしたという　でんせつを　もつ　ポケモン。　（『ポケットモンスター シャイニングパール』より）,神と崇めし伝説　ヒスイの地に　あり。　誕生により　うつし世の　時は　滔々と　大河の如く　流れ始めたり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,6,8,8,9,6,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5038d6119ceb36bbf82be77bb35b656a.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e6bd5cf582326a8dff1786d4c440704c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/997baaa74cd6b95edb0b66b096bb1d5c.png,0483
0483,1,ディアルガ,オリジンフォルム,9,850.0,7.0,0,じかんポケモン,194,0,17,15,光明　フォルムチェンジの　引き金。　創造神に　酷似する姿こそ　真なりと　思わざるを得ぬほどの　剛力　発揮す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,,6,6,8,9,8,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4b842b599bd11e9130c8d0b2e91cc502.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bb0ea6dbdd52b952183d04884abd333d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4f612b6d0c7aa3dbaa324baa1990ca52.png,0483-1
0484,0,パルキア,,4,336.0,4.2,0,くうかんポケモン,194,0,3,15,くうかんを　ゆがめる　のうりょくを　もち　シンオウちほうの　しんわでは　かみさまとして　えがかれている。　（『ポケットモンスター ブリリアントダイヤモンド』より）,へいこうして　ならぶ　くうかんの　はざまに　すむと　いわれている。　しんわに　とうじょうする　ポケモン。　（『ポケットモンスター シャイニングパール』より）,神と畏れし伝説　ヒスイの地に　あり。　誕生により　うつし世の　壁　消え去り　延々と　際限なき空　出現したり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,6,8,6,9,8,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e0a0675d2d574f6f1456e412e0d7f83c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1e9419e1a5e34ba2df89b741988ad79f.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d490698abdd2f815ff96eea19e7e8dac.png,0484
0484,1,パルキア,オリジンフォルム,9,660.0,6.3,0,くうかんポケモン,194,0,3,15,天翔ける姿　万物を　創りし　存在を　想起す。　姿を　模すこと　すなわち　その力を　我がものとする術と　推察。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,,6,6,6,9,8,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a7e623f9f01f022d2e758fcfd3d7e0ff.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/89e0e2160943fc8f87d852269b6c893d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bf0faf1ee874b6958538b411438d88d3.png,0484-1
0485,0,ヒードラン,,4,430.0,1.7,1,かこうポケモン,230,0,2,17,かざんの　ほらあなに　せいそく。　じゅうじの　ツメを　くいこませて　カベや　てんじょうを　はいまわる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,テンガン山の　内部で　煮えたぎる　溶岩より　生まれしとの　伝承あり。　溶解した　鋼の体　得体が　知れず。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,6,6,7,8,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/747c7a2c7b21769564e34ba3a9e18766.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/17d4ed41e67cecd79dc7125eb33207e2.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c9031b1765a40fac84bc4c065ab55a82.png,0485
0486,0,レジギガス,,4,420.0,3.7,0,きょだいポケモン,99,0,1,0,なわで　しばった　たいりくを　ひっぱって　うごかしたという　でんせつが　のこされている。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,縄で縛りし大陸　曳きて　ヒスイの地　造りしとの　伝説あり。　疑義あれど　真理一片　あるやも知れず。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,7,10,7,5,7,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b3a700b9ba40b1fc13af9584afc01feb.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1dd1948847818a5d46c869cb106f42bd.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/60704cddc4605fb4ee2897f5baf2fdae.png,0486
0487,0,ギラティナ,アナザーフォルム,4,750.0,4.5,0,はんこつポケモン,194,0,14,15,このよの　うらがわにある　せかいに　すんでいると　いわれる　ポケモン。　こだいの　はかばに　あらわれる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,ヒスイの地に　伝わりし　ひと節あり。　強き光は　深き影　生み出したり。　深き影こそ　このポケモンと　想像す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,9,6,8,6,8,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dfff2e8d36b279d2f92936b24b424964.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/06e63c5c79c06ea740e33705a638de02.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6f0759214df0af389fcc4c8dfa83a333.png,0487
0487,1,ギラティナ,オリジンフォルム,4,650.0,6.9,0,はんこつポケモン,187,0,14,15,このよの　うらがわにある　せかいに　すんでいると　いわれる　ポケモン。　こだいの　はかばに　あらわれる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,フォルムチェンジにより　脚　無くす。　これの棲むは　天地の区別なき　世界と　考察す。　されど　証明の　手段なし。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,9,8,6,8,6,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/799d8c66bc736fc13104ea1f73fc2188.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c366c361cabb05e4250b6a236583890f.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/96f2c81df09665d8385277669179d3e3.png,0487-1
0488,0,クレセリア,,4,85.6,1.5,3,みかづきポケモン,187,0,11,0,ひこうするときは　ベールのような　はねから　ひかる　りゅうしを　だす。　みかづきのけしんと　よばれている。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,眉月　想わせし　ポケモン。　夜空を　飛翔の折　一筋の光跡　鮮明に残す。　まるで　天の川　産みし　天女なり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,8,5,7,5,8,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/49ca04dde7f82d6a97baae7e515f215c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e4b4c6d6af785e849d37a9eddabe39d8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b694ecea3cdbf0f236bd75d14d0b4222.png,0488
0489,0,フィオネ,,4,3.1,0.4,0,かいようポケモン,21,0,3,0,あたたかい　うみに　すむ　ポケモン。　あたまの　うきぶくろを　ふくらませて　なみまを　ただよい　えさを　さがす。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,海水温　上がりし季節に　海岸付近にて　漂う姿あり。　蒼き体色　海に紛れし色　ゆえ　天敵より　身を守る　理屈なり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,,5,5,5,5,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c3b928dc974c7d6ea8373b419c7e3c0c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f99de4ce4dc5d3016411d4d4dba59ad3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a0e2b9f592932148ba16d06b3c39ff38.png,0489
0490,0,マナフィ,,4,1.4,0.3,0,かいゆうポケモン,21,0,3,0,つめたい　うみの　そこで　うまれた。　じぶんが　うまれた　うみの　そこへ　ながい　きょりを　およいで　かえる。　（『ポケットモンスター ブリリアントダイヤモンド』より）,からだの　８０パーセントが　みず。　まわりの　かんきょうに　えいきょう　されやすい　たいしつの　ポケモン。　（『ポケットモンスター シャイニングパール』より）,大洋　回遊し　ごく稀に　ヒスイの近海　訪れると　噂あり。　フィオネに　似た　姿なれど　違い多く　関係　分からず。　（『Pok&eacute;mon LEGENDS アルセウス』より）,6,6,6,6,6,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/097bb8c66dad2cd9ae9e9295513970b5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7c35d980f26b94f60574de3613c402e4.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/63f5053e65dd8749127429d9f80ca32e.png,0490
0491,0,ダークライ,,4,50.5,1.5,0,あんこくポケモン,137,0,16,0,ひとびとを　ふかい　ねむりに　さそい　ゆめを　みせる　のうりょくを　もつ。　しんげつの　よるに　かつどうする。　（『ポケットモンスター ブリリアントダイヤモンド』より）,つきが　でていない　よるには　ダークライが　おそろしい　ゆめを　みせるという　はなしが　つたわる。　（『ポケットモンスター シャイニングパール』より）,月　消えし夜。　集落の村人　全員が　悪夢　見る　珍事あり。　悪夢の中に　現れしポケモンと　村人ら　証言す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,5,6,6,8,6,8,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/aceb48dd82d6cc288ab831eb591447d0.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/58d8af4d8c18b2aad5c524ec90e3dbe7.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6a1fe139c1675a828645b0517504a235.png,0491
